HS10,HS-Reformatted,HS10-Description,ANZSIC06,Level 2 ANZSIC06,Level 2 ANZSIC06 description,Standard sector number,Standard sector description,HS4,HS4 description
0101.10.00.11,0101100011,"Horses; live, pure-bred, thoroughbred, race breeding stock, stallions",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.10.00.13,0101100013,"Horses; live, pure-bred, thoroughbred, race breeding stock, mares",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.10.00.22,0101100022,"Horses; live, pure-bred, thoroughbred, sport breeding stock (excluding race breeding stock), stallions",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.10.00.24,0101100024,"Horses; live, pure-bred, thoroughbred, sport breeding stock (excluding race breeding stock), mares",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.10.00.31,0101100031,"Horses; live, pure-bred, thoroughbred, breeding stock (excluding race or sport breeding stock), stallions",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.10.00.34,0101100034,"Horses; live, pure-bred, thoroughbred, breeding stock (excluding race or sport breeding stock), mares",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.10.00.41,0101100041,"Horses; live, pure-bred, standardbred, race breeding stock, stallions",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.10.00.44,0101100044,"Horses; live, pure-bred, standardbred, race breeding stock, mares",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.10.00.51,0101100051,"Horses; live, pure-bred, standardbred, sport breeding stock (excluding race breeding stock), stallions",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.10.00.54,0101100054,"Horses; live, pure-bred, standardbred, sport breeding stock (excluding race breeding stock), mares",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.10.00.61,0101100061,"Horses; live, pure-bred, standardbred, breeding stock (excluding race or sport breeding stock), stallions",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.10.00.64,0101100064,"Horses; live, pure-bred, standardbred, breeding stock (excluding race or sport breeding stock), mares",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.10.00.90,0101100090,"Asses, mules and hinnies; live, pure-bred breeding animals",A019900,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.11.00.02,0101110002,"Horses; live, thoroughbred, race breeding stock, stallions",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.11.00.08,0101110008,"Horses; live, thoroughbred, race breeding stock, mares",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.11.00.31,0101110031,"Horses; live, standardbred, race breeding stock, stallions",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.11.00.38,0101110038,"Horses; live, standardbred, race breeding stock, mares",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.19.00.03,0101190003,"Horses; live, for racing, thoroughbred, stallions, colts and geldings",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.19.00.12,0101190012,"Horses; live, for racing, thoroughbred, mares and fillies",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.19.00.22,0101190022,"Horses; live, for racing, standardbred, stallions, colts and geldings",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.19.00.28,0101190028,"Horses; live, for racing, standardbred, mares and fillies",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.19.00.31,0101190031,"Horses; live, sport horses (other than for racing), thoroughbred, stallions, colts and geldings",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.19.00.37,0101190037,"Horses; live, sport horses (other than for racing), thoroughbred, mares and fillies",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.19.00.51,0101190051,"Horses; live, stallions (excluding sport horses or horses for racing)",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.19.00.58,0101190058,"Horses; live, mares (excluding sport horses or horses for racing)",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.19.00.69,0101190069,"Horses; live, other than mares or stallions, (excluding sport horses or horses for racing)",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.20.00.00,0101200000,"Asses, mules and hinnies; live",A019900,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.21.00.10,0101210010,"Horses; live, pure-bred breeding animals, thoroughbred, race breeding stock, stallions",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.21.00.15,0101210015,"Horses; live, pure-bred breeding animals, thoroughbred, race breeding stock, mares",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.21.00.27,0101210027,"Horses; live, pure-bred breeding animals, thoroughbred, breeding stock, excluding race or sport breeding stock, mares",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.21.00.31,0101210031,"Horses; live, pure-bred breeding animals, standardbred, race breeding stock, stallions",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.21.00.33,0101210033,"Horses; live, pure-bred breeding animals, standardbred, race breeding stock, mares",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.21.00.37,0101210037,"Horses; live, pure-bred breeding animals, standardbred, sport breeding stock, excluding race breeding stock, mares",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.21.00.41,0101210041,"Horses; live, pure-bred breeding animals, standardbred, breeding stock, excluding race or sport breeding stock, stallions",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.21.00.49,0101210049,"Horses; live, pure-bred breeding animals, standardbred, breeding stock, excluding race or sport breeding stock, mares",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.29.00.10,0101290010,"Horses; live, other than pure-bred breeding animals, for racing, thoroughbred, stallions, colts, and geldings",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.29.00.13,0101290013,"Horses; live, other than pure-bred breeding animals, for racing, thoroughbred, mares and fillies",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.29.00.15,0101290015,"Horses; live, other than pure-bred breeding animals, for racing, standardbred, stallions, colts, and geldings",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.29.00.17,0101290017,"Horses; live, other than pure-bred breeding animals, for racing, standardbred, mares and fillies",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.29.00.21,0101290021,"Horses; live, other than pure-bred breeding animals, sport horses, other than for racing, thoroughbred, stallions, colts, and geldings",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.29.00.27,0101290027,"Horses; live, other than pure-bred breeding animals, sport horses, other than for racing, standardbred, stallions, colts, and geldings",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.29.00.29,0101290029,"Horses; live, other than pure-bred breeding animals, sport horses, other than for racing, standardbred, mares and fillies",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.29.00.33,0101290033,"Horses; live, other than pure-bred breeding animals, excluding horses for racing or sport horses, stallions",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.29.00.35,0101290035,"Horses; live, other than pure-bred breeding animals, excluding horses for racing or sport horses, mares",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.29.00.39,0101290039,"Horses; live, other than pure-bred breeding animals, excluding sport horses or horses for racing, other than mares or stallions",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.30.00.10,0101300010,"Asses; live, pure-bred breeding animals",A019900,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.90.00.00,0101900000,Mules and hinnies; live,A019900,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.90.00.11,0101900011,"Horses; live, other than pure-bred breeding animals, for racing, thoroughbred, stallions, colts and geldings",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.90.00.13,0101900013,"Horses; live, other than pure-bred breeding animals, for racing, thoroughbred, mares and fillies",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.90.00.15,0101900015,"Horses; live, other than pure-bred breeding animals, for racing, standardbred, stallions, colts and geldings",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.90.00.17,0101900017,"Horses; live, other than pure-bred breeding animals, for racing, standardbred, mares and fillies",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.90.00.21,0101900021,"Horses; live, other than pure-bred breeding animals, sport horses (other than for racing), thoroughbred, stallions, colts and geldings",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.90.00.23,0101900023,"Horses; live, other than pure-bred breeding animals, sport horses (other than for racing), thoroughbred, mares and fillies",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.90.00.25,0101900025,"Horses; live, other than pure-bred breeding animals, sport horses (other than for racing), standardbred, stallions, colts and geldings",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.90.00.27,0101900027,"Horses; live, other than pure-bred breeding animals, sport horses (other than for racing), standardbred, mares and fillies",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.90.00.31,0101900031,"Horses; live, other than pure-bred breeding animals, stallions (excluding sport horses or horses for racing)",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.90.00.33,0101900033,"Horses; live, other than pure-bred breeding animals, mares (excluding sport horses or horses for racing)",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.90.00.39,0101900039,"Horses; live, other than pure-bred breeding animals and other than mares or stallions, (excluding sport horses or horses for racing)",A019100,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0101.90.00.90,0101900090,"Asses, mules and hinnies; live, other than pure-bred breeding animals",A019900,A01,Agriculture,1,"Agriculture, forestry & fishing",0101,Live horses
0102.10.00.01,0102100001,"Bovine animals; live, pure-bred, for breeding dairy cattle",A016000,A01,Agriculture,1,"Agriculture, forestry & fishing",0102,Live cattle
0102.10.00.09,0102100009,"Bovine animals; live, pure-bred, for breeding beef cattle",A014200,A01,Agriculture,1,"Agriculture, forestry & fishing",0102,Live cattle
0102.29.00.10,0102290010,"Cattle; live, other than pure-bred, for breeding, dairy",A016000,A01,Agriculture,1,"Agriculture, forestry & fishing",0102,Live cattle
0102.90.00.01,0102900001,"Bovine animals; live, for breeding dairy cattle, other than pure-bred",A016000,A01,Agriculture,1,"Agriculture, forestry & fishing",0102,Live cattle
0102.90.00.09,0102900009,"Bovine animals; live, for breeding beef cattle, other than pure-bred",A014200,A01,Agriculture,1,"Agriculture, forestry & fishing",0102,Live cattle
0102.90.00.10,0102900010,"Bovine animals; live, other than cattle and buffalo, pure-bred breeding animals, dairy",A016000,A01,Agriculture,1,"Agriculture, forestry & fishing",0102,Live cattle
0102.90.00.19,0102900019,"Bovine animals; live, for other than breeding, other than pure-bred",A014200,A01,Agriculture,1,"Agriculture, forestry & fishing",0102,Live cattle
0102.90.00.23,0102900023,"Bovine animals; live, other than cattle and buffalo, other than pure-bred, for breeding, dairy",A016000,A01,Agriculture,1,"Agriculture, forestry & fishing",0102,Live cattle
0103.10.00.00,0103100000,"Swine; live, pure-bred breeding animals",A019200,A01,Agriculture,1,"Agriculture, forestry & fishing",0103,Live pigs
0103.91.00.09,0103910009,"Swine; live, other than pure-bred, for other than breeding, weighing less than 50kg",A019200,A01,Agriculture,1,"Agriculture, forestry & fishing",0103,Live pigs
0103.92.00.01,0103920001,"Swine; live, other than pure-bred, for breeding, weighing 50kg or more",A019200,A01,Agriculture,1,"Agriculture, forestry & fishing",0103,Live pigs
0104.10.00.01,0104100001,"Sheep; live, for breeding",A014100,A01,Agriculture,1,"Agriculture, forestry & fishing",0104,Live sheep
0104.10.00.09,0104100009,"Sheep; live, for other than breeding",A014100,A01,Agriculture,1,"Agriculture, forestry & fishing",0104,Live sheep
0104.20.00.00,0104200000,Goats; live,A019900,A01,Agriculture,1,"Agriculture, forestry & fishing",0104,Live sheep
0104.20.00.10,0104200010,"Goats; live, for breeding",A019900,A01,Agriculture,1,"Agriculture, forestry & fishing",0104,Live sheep
0104.20.00.19,0104200019,"Goats; live, for other than breeding",A019900,A01,Agriculture,1,"Agriculture, forestry & fishing",0104,Live sheep
0105.11.00.01,0105110001,"Poultry; live, fowls of the species Gallus domesticus, weighing not more than 185g, for breeding",A017100,A01,Agriculture,1,"Agriculture, forestry & fishing",0105,Live poultry
0105.11.00.09,0105110009,"Poultry; live, fowls of the species Gallus domesticus, weighing not more than 185g, other than for breeding",A017100,A01,Agriculture,1,"Agriculture, forestry & fishing",0105,Live poultry
0105.19.00.08,0105190008,"Poultry; live, weighing not more than 185g, ducks, geese and guinea fowls, other than for breeding",A017100,A01,Agriculture,1,"Agriculture, forestry & fishing",0105,Live poultry
0105.92.00.09,0105920009,"Poultry; live, weighing over 185g but not more than 2000g, fowls of the species gallus domesticus, other than for breeding",A017100,A01,Agriculture,1,"Agriculture, forestry & fishing",0105,Live poultry
0105.94.00.13,0105940013,"Poultry; live, fowls of the species Gallus domesticus, weighing over 185g but not more than 2000g, other than for breeding",A017100,A01,Agriculture,1,"Agriculture, forestry & fishing",0105,Live poultry
0105.99.00.09,0105990009,"Poultry; live, ducks, geese, turkeys and guinea fowls, weighing more than 185g, for other than breeding",A017100,A01,Agriculture,1,"Agriculture, forestry & fishing",0105,Live poultry
0106.00.00.01,0106000001,"Bees; live, queen bees, in packages",A042000,A04,"Fishing, Hunting and Trapping",1,"Agriculture, forestry & fishing",0106,Live animals nec
0106.00.00.39,0106000039,"Animals; live, n.e.s. in chapter 1, not of a kind used mainly for human food, (including zoo animals, dogs and cats, excluding queen bees or deer or whales)",A042000,A04,"Fishing, Hunting and Trapping",1,"Agriculture, forestry & fishing",0106,Live animals nec
0106.11.00.00,0106110000,"Mammals; live, primates",A042000,A04,"Fishing, Hunting and Trapping",1,"Agriculture, forestry & fishing",0106,Live animals nec
0106.13.00.00,0106130000,"Mammals; live, camels and other camelids (Camelidae)",A042000,A04,"Fishing, Hunting and Trapping",1,"Agriculture, forestry & fishing",0106,Live animals nec
0106.19.00.10,0106190010,"Mammals; live, deer, for breeding",A042000,A04,"Fishing, Hunting and Trapping",1,"Agriculture, forestry & fishing",0106,Live animals nec
0106.19.00.15,0106190015,"Mammals; live, deer, other than for breeding",A042000,A04,"Fishing, Hunting and Trapping",1,"Agriculture, forestry & fishing",0106,Live animals nec
0106.19.00.16,0106190016,"Mammals; live, deer",A042000,A04,"Fishing, Hunting and Trapping",1,"Agriculture, forestry & fishing",0106,Live animals nec
0106.19.00.18,0106190018,"Mammals; live, other than primates, whales, dolphins and porpoises (order Cetacea), manatees and dugongs (order Sirenia), and  deer",A042000,A04,"Fishing, Hunting and Trapping",1,"Agriculture, forestry & fishing",0106,Live animals nec
0106.19.00.19,0106190019,"Mammals; live, dogs",A042000,A04,"Fishing, Hunting and Trapping",1,"Agriculture, forestry & fishing",0106,Live animals nec
0106.19.00.20,0106190020,"Mammals; live, other than primates, whales, dolphins and porpoises (order Cetacea), manatees and dugongs (order Sirenia), deer and dogs",A042000,A04,"Fishing, Hunting and Trapping",1,"Agriculture, forestry & fishing",0106,Live animals nec
0106.19.00.29,0106190029,"Mammals; live, other than primates, whales, dolphins, porpoises (order Cetacea), manatees, dugongs (order Sirenia), seals, sea lions, walruses (suborder Pinnipedia), camels, other camelids, rabbits, hares, deer, and dogs",A042000,A04,"Fishing, Hunting and Trapping",1,"Agriculture, forestry & fishing",0106,Live animals nec
0106.32.00.00,0106320000,"Birds; live, Psittaciformes, including parrots, parakeets, macaws, and cockatoos",A042000,A04,"Fishing, Hunting and Trapping",1,"Agriculture, forestry & fishing",0106,Live animals nec
0106.39.00.00,0106390000,"Animals; live, birds, other than birds of prey and Psittaciformes (including parrots, parakeets, macaws and cockatoos)",A042000,A04,"Fishing, Hunting and Trapping",1,"Agriculture, forestry & fishing",0106,Live animals nec
0106.39.00.10,0106390010,"Birds; live, other than birds of prey, Psittaciformes, ostriches, and emus (Dromaius novaehollandiae)",A042000,A04,"Fishing, Hunting and Trapping",1,"Agriculture, forestry & fishing",0106,Live animals nec
0106.41.00.10,0106410010,"Insects; live, queen bees, in packages",A042000,A04,"Fishing, Hunting and Trapping",1,"Agriculture, forestry & fishing",0106,Live animals nec
0106.41.00.19,0106410019,"Insects; live, queen bees, other than in packages",A042000,A04,"Fishing, Hunting and Trapping",1,"Agriculture, forestry & fishing",0106,Live animals nec
0106.41.00.29,0106410029,"Insects; live, bees other than queen bees",A042000,A04,"Fishing, Hunting and Trapping",1,"Agriculture, forestry & fishing",0106,Live animals nec
0106.90.00.11,0106900011,"Animals; live, queen bees in packages",A042000,A04,"Fishing, Hunting and Trapping",1,"Agriculture, forestry & fishing",0106,Live animals nec
0106.90.00.17,0106900017,"Animals; live, queen bees other than in packages",A042000,A04,"Fishing, Hunting and Trapping",1,"Agriculture, forestry & fishing",0106,Live animals nec
0106.90.00.19,0106900019,"Animals; live, n.e.c. in chapter 01",A042000,A04,"Fishing, Hunting and Trapping",1,"Agriculture, forestry & fishing",0106,Live animals nec
0201.10.00.01,0201100001,"Meat; of bovine animals, carcasses, fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0201,Chilled beef meat
0201.10.00.11,0201100011,"Meat; of bovine animals, half-carcasses of veal (other than bobby), fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0201,Chilled beef meat
0201.10.00.19,0201100019,"Meat; of bovine animals, half-carcasses n.e.c. in item no. 0201.10, fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0201,Chilled beef meat
0201.20.00.01,0201200001,"Meat; of bovine animals, beef quarters of steer and heifer, P1 grade, with bone in, fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0201,Chilled beef meat
0201.20.00.31,0201200031,"Meat; of bovine animals, beef quarters of bull, with bone in, fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0201,Chilled beef meat
0201.20.00.39,0201200039,"Meat; of bovine animals (other than steer, heifer, cow and bull), beef quarters, with bone in, fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0201,Chilled beef meat
0201.20.00.41,0201200041,"Meat; of bovine animals, beef cuts according to the NZ Meat Producers' Board definition, of cow, steer and heifer, with bone in, fresh or chilled (excluding carcasses, half-carcasses and quarters)",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0201,Chilled beef meat
0201.20.00.49,0201200049,"Meat; of bovine animals, beef cuts other than according to the NZ Meat Producers' Board definition, of cow, steer and heifer, with bone in, fresh or chilled (excluding carcasses, half-carcasses and quarters)",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0201,Chilled beef meat
0201.20.00.51,0201200051,"Meat; of bovine animals, beef cuts of bull, with bone in, fresh or chilled (excluding carcasses, half-carcasses and quarters)",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0201,Chilled beef meat
0201.20.00.59,0201200059,"Meat; of bovine animals, quarters and cuts of veal (other than bobby), with bone in, fresh or chilled (excluding carcasses and half-carcasses)",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0201,Chilled beef meat
0201.20.00.69,0201200069,"Meat; of bovine animals, cuts with bone in n.e.c. in item no. 0201.20, fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0201,Chilled beef meat
0201.30.00.01,0201300001,"Meat; of bovine animals, beef cuts according to the NZ Meat Producers' Board definition, of cow, steer and heifer, boneless, fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0201,Chilled beef meat
0201.30.00.09,0201300009,"Meat; of bovine animals, beef cuts other than according to the NZ Meat Producers' Board definition, of cow, steer and heifer, boneless, fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0201,Chilled beef meat
0201.30.00.11,0201300011,"Meat; of bovine animals, boneless cuts of bull, fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0201,Chilled beef meat
0201.30.00.21,0201300021,"Meat; of bovine animals, boneless cuts of veal (bobby), fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0201,Chilled beef meat
0201.30.00.29,0201300029,"Meat; of bovine animals, boneless cuts of veal (other than bobby), fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0201,Chilled beef meat
0202.10.00.01,0202100001,"Meat; of bovine animals, carcasses, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0202,Frozen beef meat
0202.10.00.11,0202100011,"Meat; of bovine animals, half-carcasses of veal (other than bobby), frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0202,Frozen beef meat
0202.10.00.19,0202100019,"Meat; of bovine animals, half-carcasses n.e.c. in item no. 0202.10, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0202,Frozen beef meat
0202.20.00.01,0202200001,"Meat; of bovine animals, beef quarters of steer and heifer, P1 grade, with bone in, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0202,Frozen beef meat
0202.20.00.19,0202200019,"Meat; of bovine animals, beef quarters of steer and heifer, L1 and L2 grades, with bone in, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0202,Frozen beef meat
0202.20.00.21,0202200021,"Meat; of bovine animals, beef quarters of cow, P1 grade, with bone in, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0202,Frozen beef meat
0202.20.00.31,0202200031,"Meat; of bovine animals, beef quarters of bull, with bone in, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0202,Frozen beef meat
0202.20.00.39,0202200039,"Meat; of bovine animals (excluding steer, heifer, cow and bull), beef quarters, with bone in, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0202,Frozen beef meat
0202.20.00.41,0202200041,"Meat; of bovine animals, beef cuts according to the NZ Meat Producers' Board definition, of cow, steer and heifer, with bone in, frozen (excluding carcasses, half-carcasses and quarters)",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0202,Frozen beef meat
0202.20.00.49,0202200049,"Meat; of bovine animals, beef cuts other than according to the NZ Meat Producers' Board definition, of cow, steer and heifer, with bone in, frozen (excluding carcasses, half-carcasses and quarters)",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0202,Frozen beef meat
0202.20.00.51,0202200051,"Meat; of bovine animals, beef cuts of bull, with bone in, frozen (excluding carcasses, half-carcasses and quarters)",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0202,Frozen beef meat
0202.20.00.59,0202200059,"Meat; of bovine animals, veal (other than bobby) quarters and cuts, with bone in, frozen (excluding carcasses and half-carcasses)",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0202,Frozen beef meat
0202.20.00.69,0202200069,"Meat; of bovine animals, cuts with bone in n.e.c. in item no. 0202.20, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0202,Frozen beef meat
0202.30.00.01,0202300001,"Meat; of bovine animals, beef cuts according to the NZ Meat Producers' Board definition, of cow, steer and heifer, boneless, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0202,Frozen beef meat
0202.30.00.09,0202300009,"Meat; of bovine animals, beef cuts other than according to the NZ Meat Producers' Board definition, of cow, steer and heifer, boneless, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0202,Frozen beef meat
0202.30.00.11,0202300011,"Meat; of bovine animals, boneless cuts of bull, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0202,Frozen beef meat
0202.30.00.21,0202300021,"Meat; of bovine animals, boneless cuts of veal (bobby), frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0202,Frozen beef meat
0202.30.00.29,0202300029,"Meat; of bovine animals, boneless cuts of veal (other than bobby), frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0202,Frozen beef meat
0203.11.00.08,0203110008,"Meat; of swine, carcasses and half-carcasses, (other than wild pork), fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0203,Pig meat
0203.12.00.01,0203120001,"Meat; of swine, wild pork, hams, shoulders and cuts thereof, with bone in, fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0203,Pig meat
0203.12.00.09,0203120009,"Meat; of swine (other than wild pork), hams, shoulders and cuts thereof, with bone in, fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0203,Pig meat
0203.19.00.09,0203190009,"Meat; of swine (other than wild pork), fresh or chilled, (excluding carcasses, half-carcasses, and hams, shoulders and cuts thereof, with bone in)",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0203,Pig meat
0203.21.00.02,0203210002,"Meat; of swine, wild pork, carcasses and half-carcasses, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0203,Pig meat
0203.21.00.08,0203210008,"Meat; of swine, carcasses and half-carcasses, (other than wild pork), frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0203,Pig meat
0203.22.00.01,0203220001,"Meat; of swine, wild pork, hams, shoulders and cuts thereof, with bone in, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0203,Pig meat
0203.22.00.09,0203220009,"Meat; of swine (other than wild pork), hams, shoulders and cuts thereof, with bone in, frozen",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0203,Pig meat
0203.29.00.01,0203290001,"Meat; of swine, wild pork, frozen (excluding carcasses, half-carcasses, hams, shoulders and cuts thereof, with bone in)",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0203,Pig meat
0203.29.00.11,0203290011,"Meat; of swine n.e.c. in item no. 0203.2, frozen, meat bones and hocks",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0203,Pig meat
0203.29.00.19,0203290019,"Meat; of swine n.e.c. in item no. 0203.2, frozen, other than meat bones and hocks",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0203,Pig meat
0204.10.00.02,0204100002,"Meat; of sheep, lamb carcasses and half-carcasses, A grade, fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0204,Sheep meat
0204.10.00.08,0204100008,"Meat; of sheep, lamb carcasses and half-carcasses, Beta grade, fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0204,Sheep meat
0204.10.00.18,0204100018,"Meat; of sheep, lamb carcasses and half-carcasses, PL grade, fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0204,Sheep meat
0204.10.00.22,0204100022,"Meat; of sheep, lamb carcasses and half-carcasses, PM grade, fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0204,Sheep meat
0204.10.00.28,0204100028,"Meat; of sheep, lamb carcasses and half-carcasses, PX grade, fresh or chilled",C111100,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0204,Sheep meat
