HS10,HS-Reformatted,HS10-Description,ANZSIC06,Level 2 ANZSIC06,Level 2 ANZSIC06 description,Standard sector number,Standard sector description,HS4,HS4 description
8902.00.19.09,8902001909,"Fishing vessels, factory ships and other vessels; (excluding trawlers), for processing or preserving fishery products, exceeding 50m in overall length",C239100,C23,Transport Equipment Manufacturing,5,Machinery & equipment,8902,Fishing vessels
8903.10.00.01,8903100001,"Yachts and other vessels; for pleasure or sports, power driven, inflatable",C239200,C23,Transport Equipment Manufacturing,5,Machinery & equipment,8903,Yachts and other vessels
8903.10.00.11,8903100011,"Dinghies and canoes; for pleasure or sports, (not power driven), inflatable",C239200,C23,Transport Equipment Manufacturing,5,Machinery & equipment,8903,Yachts and other vessels
8903.10.00.19,8903100019,"Vessels; rowing boats (excluding dinghies and canoes), for sport or pleasure, (not power driven), inflatable",C239200,C23,Transport Equipment Manufacturing,5,Machinery & equipment,8903,Yachts and other vessels
8903.91.00.00,8903910000,"Sailboats; with or without auxiliary motor, for pleasure or sports, other than inflatable",C239200,C23,Transport Equipment Manufacturing,5,Machinery & equipment,8903,Yachts and other vessels
8903.92.00.00,8903920000,"Motorboats; (other than outboard motorboats), for pleasure or sports, other than inflatable",C239200,C23,Transport Equipment Manufacturing,5,Machinery & equipment,8903,Yachts and other vessels
8903.99.00.01,8903990001,"Vessels; power-driven, (other than sailboats and motorboats), for pleasure or sports, other than inflatable",C239200,C23,Transport Equipment Manufacturing,5,Machinery & equipment,8903,Yachts and other vessels
8903.99.00.11,8903990011,"Vessels; dinghies, canoes and racing skiffs, for pleasure or sports, other than inflatable",C239200,C23,Transport Equipment Manufacturing,5,Machinery & equipment,8903,Yachts and other vessels
8903.99.00.19,8903990019,"Vessels; for pleasure or sports, n.e.c. in heading no. 8903, other than inflatable",C239200,C23,Transport Equipment Manufacturing,5,Machinery & equipment,8903,Yachts and other vessels
8904.00.01.00,8904000100,Tugs and pusher craft; not exceeding 50m in overall length,C239100,C23,Transport Equipment Manufacturing,5,Machinery & equipment,8904,Tugs and pusher craft
8905.10.01.00,8905100100,"Dredgers; the navigability of which is subsidiary to their main function, not exceeding 70m in overall length",C239100,C23,Transport Equipment Manufacturing,5,Machinery & equipment,8905,Light-vessels and floating docks
8905.20.01.00,8905200100,Floating or submersible drilling or production platforms; not exceeding 50m in overall length,C239100,C23,Transport Equipment Manufacturing,5,Machinery & equipment,8905,Light-vessels and floating docks
8905.90.01.00,8905900100,"Vessels; light, fire-floats, floating cranes and other vessels, the navigability of which is subsidiary to their main function, floating docks, not exceeding 50m in overall length",C239100,C23,Transport Equipment Manufacturing,5,Machinery & equipment,8905,Light-vessels and floating docks
8905.90.09.00,8905900900,"Vessels; light, fire-floats, floating cranes and other vessels, the navigability of which is subsidiary to their main function, floating docks, exceeding 50m in overall length",C239100,C23,Transport Equipment Manufacturing,5,Machinery & equipment,8905,Light-vessels and floating docks
8906.00.01.00,8906000100,Warships of all kinds,C239100,C23,Transport Equipment Manufacturing,5,Machinery & equipment,8906,Warships and lifeboats
8906.00.11.00,8906001100,"Vessels; including lifeboats, (other than rowing boats, other than warships of all kinds), less than 10m in overall length",C239200,C23,Transport Equipment Manufacturing,5,Machinery & equipment,8906,Warships and lifeboats
8906.00.19.09,8906001909,"Vessels; including lifeboats, (other than rowing boats, other than warships of all kinds), of 10m or more but not exceeding 18m in overall length",C239100,C23,Transport Equipment Manufacturing,5,Machinery & equipment,8906,Warships and lifeboats
8906.10.00.00,8906100000,Vessels; warships,C239100,C23,Transport Equipment Manufacturing,5,Machinery & equipment,8906,Warships and lifeboats
8906.90.10.00,8906901000,"Vessels; other, including lifeboats other than rowing boats, other than warships, less than 10 metres in overall length",C239200,C23,Transport Equipment Manufacturing,5,Machinery & equipment,8906,Warships and lifeboats
8906.90.17.11,8906901711,"Vessels; other, including lifeboats other than rowing boats, other than warships, exceeding 18 metres but not exceeding 50 metres in overall length",C239100,C23,Transport Equipment Manufacturing,5,Machinery & equipment,8906,Warships and lifeboats
8906.90.17.19,8906901719,"Vessels; other, including lifeboats other than rowing boats, other than warships, of 10 metres and over but not exceeding 18 metres in overall length",C239100,C23,Transport Equipment Manufacturing,5,Machinery & equipment,8906,Warships and lifeboats
8907.10.00.00,8907100000,Rafts; inflatable,C239200,C23,Transport Equipment Manufacturing,5,Machinery & equipment,8907,"Inflatable rafts, buoys, and beacons"
8907.90.00.00,8907900000,"Floating structures; tanks, coffer-dams, landing stages, buoys and beacons",C239100,C23,Transport Equipment Manufacturing,5,Machinery & equipment,8907,"Inflatable rafts, buoys, and beacons"
9001.10.01.00,9001100100,"Optical fibres, optical fibre bundles and cables; (excluding those of heading no. 8544), optical fibre cables",C241900,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9001,Optical fibres and bundles
9001.10.09.00,9001100900,"Optical fibres, optical fibre bundles and cables; (excluding those of heading no. 8544), other than optical fibre cables",C241900,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9001,Optical fibres and bundles
9001.20.00.00,9001200000,"Optical elements; polarising material, sheets and plates thereof",C241900,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9001,Optical fibres and bundles
9001.30.00.00,9001300000,"Lenses, contact; of any material, unmounted, excluding elements of glass not optically worked",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9001,Optical fibres and bundles
9001.40.00.00,9001400000,"Lenses, spectacle; of glass, unmounted, excluding elements of glass not optically worked",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9001,Optical fibres and bundles
9001.50.00.00,9001500000,"Lenses, spectacle; unmounted, of materials other than glass",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9001,Optical fibres and bundles
9001.90.09.01,9001900901,"Lenses and prisms; (other than ophthalmic contact lenses and spectacle lenses), unmounted, of any material, excluding elements of glass not optically worked",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9001,Optical fibres and bundles
9001.90.09.09,9001900909,"Polarising; elements for spectacles, of any material, unmounted, excluding elements of glass not optically worked",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9001,Optical fibres and bundles
9001.90.09.19,9001900919,"Optical elements; n.e.c. in heading no. 9001, of any material, unmounted, excluding elements of glass not optically worked",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9001,Optical fibres and bundles
9002.11.00.01,9002110001,"Lenses, objective; for photographic cameras for micro-filming or for photo-process engraving, for 35mm cinematographic cameras for photographic enlargers or reducers",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9002,"Lenses, prisms, and mirrors"
9002.11.00.11,9002110011,"Lenses, objective; for projectors",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9002,"Lenses, prisms, and mirrors"
9002.11.00.19,9002110019,"Lenses, objective; for cameras or photographic enlargers or reducers n.e.c. in item no. 9002.11.00",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9002,"Lenses, prisms, and mirrors"
9002.19.00.00,9002190000,"Lenses; objective, (other than for cameras, projectors or photographic enlargers or reducers), mounted, of any material (excluding elements of glass not optically worked)",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9002,"Lenses, prisms, and mirrors"
9002.20.00.01,9002200001,"Filters; photographic colour, mounted as parts or fittings for instruments or apparatus",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9002,"Lenses, prisms, and mirrors"
9002.20.00.09,9002200009,"Filters; excluding photographic colour, mounted as parts or fittings for instruments or apparatus",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9002,"Lenses, prisms, and mirrors"
9002.90.00.00,9002900000,"Optical elements; n.e.c. in heading no. 9002 (e.g. prisms and mirrors), mounted, being parts or fittings for instruments or apparatus, of any material (excluding elements of glass not optically worked)",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9002,"Lenses, prisms, and mirrors"
9003.11.00.00,9003110000,"Frames and mountings; for spectacles, goggles or the like, of plastics",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9003,Spectacle frames and mountings
9003.19.00.00,9003190000,"Frames and mountings; for spectacles, goggles or the like, of materials other than plastics",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9003,Spectacle frames and mountings
9003.90.00.00,9003900000,"Frames and mountings; parts for spectacles, goggles or the like",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9003,Spectacle frames and mountings
9004.10.00.01,9004100001,"Sunglasses; corrective, protective or other",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9004,Spectacles
9004.90.01.03,9004900103,"Goggles and the like; corrective, protective or other, swim",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9004,Spectacles
9004.90.01.05,9004900105,"Goggles and the like; corrective, protective or other, ski",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9004,Spectacles
9004.90.01.09,9004900109,"Goggles and the like; corrective, protective or other, (other than swim or ski)",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9004,Spectacles
9004.90.09.01,9004900901,"Spectacles and the like; (other than sunglasses or goggles), corrective or other, frames for ophthalmic spectacles fitted temporarily with imitation lenses",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9004,Spectacles
9004.90.09.09,9004900909,"Spectacles and the like; (other than sunglasses or goggles), corrective or other, other than frames for ophthalmic spectacles fitted temporarily with imitation lenses",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9004,Spectacles
9005.10.00.00,9005100000,Binoculars,C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9005,Binoculars and telescopes
9005.80.00.00,9005800000,"Monoculars; other optical telescopes and astronomical instruments, excluding instruments for radio-astronomy",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9005,Binoculars and telescopes
9005.90.00.00,9005900000,"Binoculars, monoculars, other optical telescopes, astronomical instruments (excluding those of radio-astronomy); parts and accessories (including mountings)",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9005,Binoculars and telescopes
9006.20.00.00,9006200000,"Cameras, photographic (excluding cinematographic); of a kind used for recording documents on microfilm, microfiche or other microforms",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9006,Photographic cameras
9006.30.00.00,9006300000,"Cameras, photographic (excluding cinematographic); specially designed for underwater use, aerial survey, medical or surgical examination of internal organs; comparison cameras for forensic or criminological use",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9006,Photographic cameras
9006.40.00.00,9006400000,"Cameras, photographic (excluding cinematographic); instant print cameras",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9006,Photographic cameras
9006.51.00.00,9006510000,"Cameras, photographic (excluding cinematographic); with a through-the-lens viewfinder, single lens reflex (SLR), for a roll film of a width not exceeding 35mm",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9006,Photographic cameras
9006.52.00.00,9006520000,"Cameras, photographic (excluding cinematographic); of a kind (not SLR) for roll film of a width less than 35mm",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9006,Photographic cameras
9006.52.00.19,9006520019,"Cameras, photographic (excluding cinematographic); (not SLR), for roll film of a width less than 35mm, other than of a kind used for recording documents on microfilm, microfiche or other microforms",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9006,Photographic cameras
9006.53.00.00,9006530000,"Cameras, photographic (excluding cinematographic); of a kind (not SLR) for roll film of a width of 35mm",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9006,Photographic cameras
9006.53.00.10,9006530010,"Cameras, photographic (excluding cinematographic); of a kind used for recording documents on microfilm, microfiche or other microforms, for roll film of a width of 35mm (not SLR)",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9006,Photographic cameras
9006.53.00.19,9006530019,"Cameras, photographic (excluding cinematographic); (not SLR), for roll film of a width of 35mm, other than of a kind used for recording documents on microfilm, microfiche or other microforms",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9006,Photographic cameras
9006.59.00.00,9006590000,"Cameras, photographic (excluding cinematographic), of a kind (not SLR) for roll film n.e.s. in heading no. 9006",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9006,Photographic cameras
9006.59.00.19,9006590019,"Cameras, photographic (excluding cinematographic); (not SLR), n.e.c. in heading no. 9006",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9006,Photographic cameras
9006.61.00.01,9006610001,"Photographic flashlight apparatus; discharge lamp (electronic), portable",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9006,Photographic cameras
9006.61.00.09,9006610009,"Photographic flashlight apparatus; discharge lamp (electronic), non-portable",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9006,Photographic cameras
9006.69.00.10,9006690010,"Photographic flashlight apparatus; flashbulbs, flashcubes and the like",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9006,Photographic cameras
9006.69.00.19,9006690019,"Photographic flashlight apparatus; non-portable, excluding discharge lamp (electronic)",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9006,Photographic cameras
9006.91.00.01,9006910001,Cameras; photographic (excluding cinematographic); parts and accessories of item no. 9006.10.00 and 9006.20.00,C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9006,Photographic cameras
9006.91.00.09,9006910009,"Cameras; photographic (excluding cinematographic); parts and accessories, other than of item no. 9006.10.00 and 9006.20.00",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9006,Photographic cameras
9006.99.00.00,9006990000,"Photographic flashlight apparatus; parts and accessories, for other than cameras",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9006,Photographic cameras
9007.11.00.00,9007110000,"Cameras, cinematographic; whether or not incorporating sound recording apparatus, for film of less than 16mm width or for double-8mm film",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9007,Cinematographic cameras and projectors
9007.19.00.01,9007190001,"Cameras; cinematographic; whether or not incorporating sound recording apparatus, for 35mm film",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9007,Cinematographic cameras and projectors
9007.19.00.09,9007190009,"Cameras; cinematographic; whether or not incorporating sound recording apparatus, for film n.e.c. in heading 9007",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9007,Cinematographic cameras and projectors
9007.20.00.01,9007200001,"Projectors, cinematographic; whether or not incorporating sound recording or reproducing apparatus, for film of less than 16mm width",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9007,Cinematographic cameras and projectors
9007.20.00.09,9007200009,"Projectors, cinematographic; whether or not incorporating sound recording or reproducing apparatus, for film of width 16mm or more",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9007,Cinematographic cameras and projectors
9007.91.00.01,9007910001,"Cameras, cinematographic; parts and accessories, whether or not incorporating sound recording apparatus, for 35mm cameras",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9007,Cinematographic cameras and projectors
9007.91.00.09,9007910009,"Cameras, cinematographic; parts and accessories, whether or not incorporating sound recording apparatus, n.e.c. in item no. 9007.91.00",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9007,Cinematographic cameras and projectors
9007.92.00.00,9007920000,"Projectors, cinematographic; parts and accessories, whether or not incorporating sound reproducing apparatus",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9007,Cinematographic cameras and projectors
9008.10.00.00,9008100000,"Projectors, image; slide (excluding cinematographic)",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9008,Image projectors
9008.20.00.00,9008200000,"Projectors, image; microfilm, microfiche or other microform readers, whether or not capable of producing copies",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9008,Image projectors
9008.30.00.00,9008300000,"Projectors, image; (other than slide projectors and microfilm, microfiche or other microform readers), (excluding cinematographic)",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9008,Image projectors
9008.40.00.01,9008400001,Photographic (excluding cinematographic) enlargers and reducers; negatives of 6cm x 7cm or larger,C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9008,Image projectors
9008.40.00.09,9008400009,Photographic (excluding cinematographic) enlargers and reducers; negatives of less than 6cm x 7cm,C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9008,Image projectors
9008.50.00.10,9008500010,"Projectors, image; slide, excluding cinematographic",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9008,Image projectors
9008.50.00.19,9008500019,"Projectors, image; other than slide projectors, microfilm, microfiche or other microform readers, excluding cinematographic",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9008,Image projectors
9008.50.00.29,9008500029,"Photographic enlargers and reducers; negatives of less than 6cm x 7cm, excluding cinematographic",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9008,Image projectors
9008.90.00.01,9008900001,Image projector parts and accessories,C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9008,Image projectors
9008.90.00.19,9008900019,"Photographic enlargers and reducers; parts and accessories, for negatives smaller than 6cm x 7cm",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9008,Image projectors
9009.12.00.00,9009120000,"Photocopying apparatus; electrostatic, operating by reproducing the original image via an intermediate onto the copy (indirect process)",C246900,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9009,Photocopying apparatus
9009.22.00.00,9009220000,"Photocopying apparatus; (excluding electrostatic), of the contact type",C246900,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9009,Photocopying apparatus
9009.30.00.00,9009300000,Thermo-copying apparatus,C246900,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9009,Photocopying apparatus
9009.90.01.00,9009900100,"Photo-copying apparatus; electrostatic, parts and accessories",C242100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9009,Photocopying apparatus
9009.90.19.00,9009901900,"Photo-copying apparatus; (excluding electrostatic and those with an optical system or thermo-copying apparatus), parts and accessories",C242100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9009,Photocopying apparatus
9009.91.00.11,9009910011,"Photocopying apparatus; electrostatic, parts and accessories; automatic document feeders",C242100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9009,Photocopying apparatus
9009.91.00.19,9009910019,"Photocopying apparatus; (excluding electrostatic and those with an optical system or thermo-copying apparatus), parts and accessories; automatic document feeders",C242100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9009,Photocopying apparatus
9009.92.00.11,9009920011,"photocopying apparatus; electrostatic, parts and accessories; paper feeders",C242100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9009,Photocopying apparatus
9009.92.00.19,9009920019,"photocopying apparatus; (excluding electrostatic and those with an optical system or thermo-copying apparatus), parts and accessories; paper feeders",C242100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9009,Photocopying apparatus
9009.99.00.11,9009990011,"photocopying apparatus; electrostatic, other parts and accessories",C242100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9009,Photocopying apparatus
9009.99.00.19,9009990019,"photocopying apparatus; (excluding electrostatic and those with an optical system or thermo-copying apparatus), other parts and accessories",C242100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9009,Photocopying apparatus
9010.10.00.00,9010100000,Photographic laboratory apparatus and equipment; for automatically developing photographic (including cinematographic) film or paper in rolls or for automatically exposing developed film to rolls of paper,C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9010,Photographic laboratory equipment
9010.49.00.00,9010490000,"Photographic laboratory apparatus and equipment (including cinematographic); for the projection or drawing of circuit patterns on sensitised semiconductor materials, n.e.s. in item no. 9010.4",C246300,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9010,Photographic laboratory equipment
9010.50.10.10,9010501010,"Photographic laboratory apparatus and equipment; n.e.c. in item no. 9010.10 or 9010.4, for photographic (including cinematographic) laboratories; negatoscopes; film measuring apparatus and footage counters",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9010,Photographic laboratory equipment
9010.50.90.00,9010509000,"Photographic laboratory apparatus and equipment; n.e.s. in item no. 9010.10 or 9010.4, for photographic (including cinematographic) laboratories; negatoscopes; not film measuring apparatus or footage counters",C246300,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9010,Photographic laboratory equipment
9010.50.90.10,9010509010,"Photographic laboratory apparatus and equipment (including cinematographic); negatoscopes; n.e.c. in chapter 90, other than film measuring apparatus and footage counters",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9010,Photographic laboratory equipment
9010.60.00.00,9010600000,Photographic laboratory apparatus and equipment (including cinematographic); projection screens,C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9010,Photographic laboratory equipment
9010.90.01.10,9010900110,Photographic laboratory apparatus and equipment (including cinematographic); parts and accessories of film measuring apparatus and footage counters,C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9010,Photographic laboratory equipment
9010.90.09.00,9010900900,Photographic laboratory apparatus and equipment (including cinematographic); parts and accessories for projection screens,C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9010,Photographic laboratory equipment
9010.90.19.00,9010901900,Photographic laboratory apparatus and equipment (including cinematographic); parts and accessories n.e.s. in item no. 9010.90,C246300,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9010,Photographic laboratory equipment
9010.90.19.10,9010901910,Photographic laboratory apparatus and equipment (including cinematographic); parts and accessories n.e.c. in item no. 9010.90,C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9010,Photographic laboratory equipment
9011.10.00.00,9011100000,"Microscopes, compound optical; stereoscopic microscopes",C246300,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9011,Optical microscopes
9011.10.00.10,9011100010,"Microscopes, compound optical; stereoscopic microscopes",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9011,Optical microscopes
9011.80.00.00,9011800000,"Microscopes, compound optical; (other than stereoscopic and microscopes for photomicrography, cinephotomicrography or microprojection)",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9011,Optical microscopes
9011.90.00.00,9011900000,"Microscopes, compound optical; parts and accessories (including those for photomicrography, cinephotomicrography or microprojection)",C246300,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9011,Optical microscopes
9011.90.00.10,9011900010,"Microscopes, compound optical; parts and accessories (including those for photomicrography, cinephotomicrography or microprojection)",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9011,Optical microscopes
9012.10.00.00,9012100000,Microscopes (excluding optical microscopes); diffraction apparatus,C246300,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9012,Electron microscopes
9012.10.00.10,9012100010,Microscopes (excluding optical microscopes); diffraction apparatus,C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9012,Electron microscopes
9012.90.00.00,9012900000,Microscopes (excluding optical microscopes); diffraction apparatus; parts and accessories,C246300,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9012,Electron microscopes
9012.90.00.10,9012900010,Microscopes (excluding optical microscopes); diffraction apparatus; parts and accessories,C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9012,Electron microscopes
9013.10.00.00,9013100000,"Optical appliances and instruments; telescopic sights for fitting to arms; periscopes; telescopes designed to form parts of machines, appliances, instruments or apparatus of this chapter",C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9013,Liquid crystal devices
9013.20.00.00,9013200000,Lasers; other than laser diodes,C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9013,Liquid crystal devices
9013.80.00.01,9013800001,Liquid crystal devices; not constituting articles provided for more specifically in other items,C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9013,Liquid crystal devices
9013.80.00.09,9013800009,Optical appliances and instruments; n.e.c. in heading no. 9013,C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9013,Liquid crystal devices
9013.90.00.00,9013900000,Optical appliances and instruments; parts and accessories for articles of heading no. 9013,C241100,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9013,Liquid crystal devices
9014.10.00.00,9014100000,Navigational instruments and appliances; direction finding compasses,C241900,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9014,Navigational instruments
9014.20.00.00,9014200000,Navigational instruments and appliances; for aeronautical or space navigation (excluding compasses),C241900,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9014,Navigational instruments
9014.80.00.00,9014800000,Navigational instruments and appliances; for navigation other than aeronautical or space navigation (excluding direction finding compasses),C241900,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9014,Navigational instruments
9014.90.00.00,9014900000,Navigational instruments and appliances; parts and accessories,C241900,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9014,Navigational instruments
9015.10.00.00,9015100000,Rangefinders,C241900,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9015,Surveying equipment
9015.20.00.00,9015200000,Surveying equipment; theodolites and tacheometers,C241900,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9015,Surveying equipment
9015.30.00.00,9015300000,Surveying equipment; levels,C241900,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9015,Surveying equipment
9015.40.00.00,9015400000,Surveying equipment; photogrammetrical surveying instruments and appliances,C241900,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9015,Surveying equipment
9015.80.00.00,9015800000,"Surveying equipment; articles n.e.c. in heading no. 9015, including hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances (excluding compasses)",C241900,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9015,Surveying equipment
9015.90.00.00,9015900000,Surveying equipment; parts and accessories for articles of heading no. 9015,C241900,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9015,Surveying equipment
9016.00.00.00,9016000000,"Balances; of a sensitivity of 5cg or better, with or without weights",C241900,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9016,Balances
9017.10.00.00,9017100000,Drafting tables and machines; whether or not automatic,C241900,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9017,Mathematical calculating instruments
9017.20.01.00,9017200100,"Mathematical calculating instruments; slide rules, disc calculators and the like",C246300,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9017,Mathematical calculating instruments
9017.20.01.10,9017200110,"Mathematical calculating instruments; slide rules, disc calculators and the like",C241900,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9017,Mathematical calculating instruments
9017.20.19.01,9017201901,"Drawing, marking-out or mathematical equipment; rules",C246300,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9017,Mathematical calculating instruments
9017.20.19.09,9017201909,"Drawing, marking-out or mathematical equipment; protractors, drawing sets, pantographs and the like, n.e.s. in item no. 9017.20",C246300,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9017,Mathematical calculating instruments
9017.20.19.10,9017201910,"Drawing, marking-out or mathematical calculating equipment; rules",C241900,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9017,Mathematical calculating instruments
9017.20.19.19,9017201919,"Drawing, marking-out or mathematical calculating equipment; n.e.c. in item no. 9017.20",C241900,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9017,Mathematical calculating instruments
9017.30.00.00,9017300000,"Mathematical equipment; micrometers, callipers and gauges",C241900,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9017,Mathematical calculating instruments
